campaign_id,campaign_name,channel,date,impressions,clicks,conversions,cost,revenue,target_audience,region,ctr,conversion_rate,cpc,roi,cac
CMP_007549,Winter Awareness,Google Ads,2026-02-19 18:06:32.560854,2714,110,7,359.91,842.41,Young Adults (18-24),Latin America,0.040530582166543844,0.06363636363636363,3.2719090909090913,1.3406129310105301,51.41571428571429
CMP_006516,Q1 Promo,Google Ads,2025-08-02 18:06:32.560854,15631,166,15,586.37,546.99,Professionals (25-34),Asia Pacific,0.01061992194997121,0.09036144578313253,3.5323493975903615,-0.06715896106553881,39.09133333333333
CMP_005177,Holiday Launch,LinkedIn,2026-03-05 18:06:32.560854,1746,103,11,295.72,374.1,Seniors (45+),Latin America,0.05899198167239404,0.10679611650485436,2.871067961165049,0.26504801839577974,26.883636363636366
CMP_000234,Q1 Promo,LinkedIn,2025-11-11 18:06:32.560854,21684,1885,151,1206.25,13422.89,Seniors (45+),Europe,0.08693045563549161,0.08010610079575597,0.639920424403183,10.12778445595855,7.98841059602649
CMP_000240,Winter Retargeting,LinkedIn,2025-07-08 18:06:32.560854,327,16,1,66.37,151.34,Adults (35-44),Latin America,0.04892966360856269,0.0625,4.148125,1.2802470995931896,66.37
CMP_002116,Summer Conversion,Facebook,2025-06-25 18:06:32.560854,9059,372,13,936.65,1887.51,Adults (35-44),Europe,0.04106413511425102,0.03494623655913978,2.5178763440860212,1.0151710884535312,72.05
CMP_007035,Holiday Conversion,Instagram,2025-10-26 18:06:32.560854,6435,263,21,245.77,1385.39,Young Adults (18-24),North America,0.04087024087024087,0.07984790874524715,0.9344866920152092,4.636936973593198,11.703333333333333
CMP_006982,Winter Launch,Instagram,2025-11-26 18:06:32.560854,2573,136,3,214.12,274.37,Professionals (25-34),Asia Pacific,0.052856587640886125,0.022058823529411766,1.5744117647058824,0.28138427050252196,71.37333333333333
CMP_001887,Summer Conversion,Instagram,2025-04-07 18:06:32.560854,18376,479,30,447.87,1531.72,Seniors (45+),Asia Pacific,0.02606660861993905,0.06263048016701461,0.9350104384133612,2.4200102708375195,14.929
CMP_000812,Q3 Retention,Email,2026-02-21 18:06:32.560854,2595,151,13,394.02,1401.86,Professionals (25-34),Latin America,0.0581888246628131,0.08609271523178808,2.6094039735099335,2.5578397035683467,30.30923076923077
CMP_005506,Q1 Promo,Facebook,2025-07-10 18:06:32.560854,10488,534,60,1588.34,9072.27,Unknown,Latin America,0.05091533180778032,0.11235955056179775,2.9744194756554307,4.7117934447284595,26.47233333333333
CMP_003358,Winter Launch,Instagram,2025-10-03 18:06:32.560854,9530,560,62,1744.52,8844.95,Adults (35-44),Latin America,0.05876180482686254,0.11071428571428571,3.1152142857142855,4.070133905028317,28.13741935483871
CMP_003609,Winter Launch,Instagram,2026-03-15 18:06:32.560854,10530,743,77,2252.88,9589.74,Young Adults (18-24),Europe,0.07056030389363722,0.10363391655450875,3.0321399730820997,3.2566581442420364,29.258181818181818
CMP_005664,Spring Retargeting,Facebook,2025-12-10 18:06:32.560854,8567,428,19,1219.02,2060.59,Young Adults (18-24),Asia Pacific,0.04995914555853858,0.04439252336448598,2.848177570093458,0.6903660317304066,64.15894736842105
CMP_000335,Holiday Conversion,Facebook,2025-04-29 18:06:32.560854,12822,517,15,1122.16,1688.61,Seniors (45+),Latin America,0.04032132272656372,0.029013539651837523,2.1705222437137333,0.5047854138447279,74.81066666666668
CMP_003996,Holiday Launch,Instagram,2025-10-25 18:06:32.560854,53610,2317,272,9824.31,30445.67,Adults (35-44),Asia Pacific,0.04321954859168066,0.1173931808372896,4.24009926629262,2.0990135694008027,36.11878676470588
CMP_004396,Winter Retargeting,Google Ads,2026-02-22 18:06:32.560854,106771,8166,737,27245.13,1676.03,Young Adults (18-24),North America,0.07648144158994484,0.0902522654910605,3.336410727406319,-0.9384833179360862,36.96761194029851
CMP_005046,Winter Launch,LinkedIn,2025-12-17 18:06:32.560854,40665,1855,148,3714.95,23836.57,Seniors (45+),Europe,0.04561662363211607,0.07978436657681941,2.00266846361186,5.416390530155184,25.10101351351351
CMP_005762,Winter Sale,Google Ads,2026-03-17 18:06:32.560854,10541,220,7,962.89,510.9,Adults (35-44),Asia Pacific,0.020870885115264207,0.031818181818181815,4.376772727272727,-0.4694097975885096,137.5557142857143
CMP_002400,Q2 Retention,LinkedIn,2025-12-27 18:06:32.560854,4002,189,6,350.94,659.47,Seniors (45+),Latin America,0.0472263868065967,0.031746031746031744,1.8568253968253967,0.8791531315894455,58.49
CMP_002305,Q2 Launch,Email,2026-03-16 18:06:32.560854,1472,127,4,335.99,376.58,Professionals (25-34),North America,0.08627717391304347,0.031496062992125984,2.6455905511811024,0.1208071668799666,83.9975
CMP_001401,Fall Conversion,Facebook,2025-07-03 18:06:32.560854,3683,230,27,600.65,860.37,Young Adults (18-24),Asia Pacific,0.06244909041542221,0.11739130434782609,2.611521739130435,0.43239823524515114,22.246296296296297
CMP_000112,Holiday Launch,Facebook,2025-06-30 18:06:32.560854,12061,486,55,2164.34,3061.96,Adults (35-44),Latin America,0.0402951662382887,0.11316872427983539,4.453374485596708,0.41473151168485534,39.351636363636366
CMP_006384,Fall Conversion,LinkedIn,2025-08-09 18:06:32.560854,54408,4566,450,10416.5,33765.73,Adults (35-44),Europe,0.08392148213498014,0.09855453350854139,2.2813184406482696,2.2415619449911204,23.147777777777776
CMP_002639,Fall Conversion,Instagram,2026-03-21 18:06:32.560854,44278,2965,167,8573.01,7980.17,Seniors (45+),Asia Pacific,0.06696327747414066,0.056323777403035416,2.8914030354131537,-0.06915190813961493,51.33538922155689
CMP_005308,Summer Conversion,Facebook,2025-10-06 18:06:32.560854,3299,148,11,350.13,1887.51,Professionals (25-34),North America,0.044862079418005456,0.07432432432432433,2.365743243243243,4.390883386170851,31.83
CMP_000320,Fall Awareness,Facebook,2025-08-10 18:06:32.560854,10210,147,16,417.6,2290.02,Adults (35-44),North America,0.014397649363369246,0.10884353741496598,2.8408163265306126,4.483764367816092,26.1
CMP_002727,Fall Conversion,Email,2025-05-11 18:06:32.560854,11548,497,29,2053.19,2449.32,Seniors (45+),Europe,0.04303775545549013,0.05835010060362173,4.131167002012073,0.19293392233548776,70.7996551724138
CMP_002956,Winter Launch,Instagram,2026-01-13 18:06:32.560854,2175,85,5,148.42,280.07,Professionals (25-34),North America,0.03908045977011494,0.058823529411764705,1.7461176470588233,0.8870098369491983,29.683999999999997
CMP_005833,Winter Launch,Google Ads,2026-02-15 18:06:32.560854,5117,77,7,145.01,1196.65,Young Adults (18-24),Europe,0.015047879616963064,0.09090909090909091,1.8832467532467532,7.252189504172128,20.715714285714284
CMP_007581,Summer Conversion,Instagram,2026-01-07 18:06:32.560854,20272,365,13,724.84,2254.21,Professionals (25-34),Asia Pacific,0.018005130228887136,0.03561643835616438,1.9858630136986302,2.1099415043319905,55.75692307692308
CMP_001576,Winter Launch,LinkedIn,2025-05-27 18:06:32.560854,11997,551,19,2034.77,1365.72,Professionals (25-34),Europe,0.045928148703842625,0.034482758620689655,3.692867513611615,-0.3288086614211925,107.09315789473685
CMP_001740,Summer Promo,Email,2025-10-15 18:06:32.560854,6503,377,8,1277.13,688.29,Seniors (45+),Europe,0.05797324311856066,0.021220159151193633,3.387612732095491,-0.4610650442789693,159.64125
CMP_003185,Winter Launch,Google Ads,2025-11-19 18:06:32.560854,6671,466,50,1741.83,1268.5,Young Adults (18-24),North America,0.06985459451356618,0.1072961373390558,3.737832618025751,-0.2717429370260014,34.8366
CMP_004311,Winter Launch,Instagram,2025-08-22 18:06:32.560854,42606,3405,221,11180.87,12386.12,Adults (35-44),Latin America,0.07991832136318829,0.06490455212922173,3.2836622613803232,0.10779572609287112,50.59217194570136
CMP_004140,Q2 Launch,Facebook,2025-12-03 18:06:32.560854,4230,116,2,185.41,175.25,Young Adults (18-24),Latin America,0.027423167848699765,0.017241379310344827,1.5983620689655171,-0.05479747586430072,92.705
CMP_004303,Q3 Retention,Email,2026-01-30 18:06:32.560854,10091,358,38,336.16,2370.28,Seniors (45+),Latin America,0.035477157863442674,0.10614525139664804,0.9389944134078213,6.051047120418848,8.846315789473685
CMP_006600,Fall Conversion,Email,2025-12-10 18:06:32.560854,7186,566,41,1510.78,6893.73,Professionals (25-34),Asia Pacific,0.07876426384636794,0.07243816254416961,2.669222614840989,3.5630270456320576,36.848292682926825
CMP_002264,Fall Conversion,LinkedIn,2025-10-25 18:06:32.560854,8282,544,59,2103.8,8169.12,Adults (35-44),Europe,0.06568461724221203,0.10845588235294118,3.8672794117647062,2.8830307063409064,35.65762711864407
CMP_004490,Q3 Retention,Email,2025-12-05 18:06:32.560854,4462,317,6,758.74,581.38,Adults (35-44),Asia Pacific,0.07104437471985657,0.01892744479495268,2.3935015772870663,-0.23375596383477873,126.45666666666666
CMP_005483,Q2 Launch,Google Ads,2025-10-26 18:06:32.560854,2072,130,15,183.05,2377.17,Young Adults (18-24),North America,0.06274131274131274,0.11538461538461539,1.4080769230769232,11.986451789128653,12.203333333333335
CMP_005104,Q2 Retention,Facebook,2025-09-14 18:06:32.560854,16079,1118,62,2160.36,4818.33,Seniors (45+),Europe,0.06953168729398594,0.055456171735241505,1.9323434704830056,1.2303366105649056,34.84451612903226
CMP_000867,Q2 Retention,LinkedIn,2025-06-27 18:06:32.560854,29800,1246,118,3403.69,1766.645,Professionals (25-34),Asia Pacific,0.04181208053691275,0.09470304975922954,2.73169341894061,-0.48096183847530183,28.844830508474576
CMP_006644,Winter Awareness,Facebook,2026-03-07 18:06:32.560854,21993,1247,149,967.83,15017.73,Adults (35-44),Asia Pacific,0.05669985904606011,0.11948676824378508,0.7761267040898155,14.516908961284521,6.495503355704698
CMP_001194,Q2 Retention,Google Ads,2025-12-23 18:06:32.560854,4445,98,6,265.96,425.23,Professionals (25-34),Asia Pacific,0.02204724409448819,0.061224489795918366,2.713877551020408,0.5988494510452702,44.32666666666666
CMP_006062,Q2 Retention,Google Ads,2025-09-14 18:06:32.560854,4485,51,2,210.01,95.0,Young Adults (18-24),Europe,0.01137123745819398,0.0392156862745098,4.117843137254901,-0.5476405885434027,105.005
CMP_006224,Q2 Retargeting,Google Ads,2025-09-27 18:06:32.560854,17748,1345,137,2309.21,1676.03,Professionals (25-34),North America,0.07578318683795357,0.10185873605947955,1.7168847583643123,-0.27419766933280215,16.855547445255475
CMP_004276,Summer Conversion,Facebook,2025-12-11 18:06:32.560854,4558,138,3,312.9,366.78,Adults (35-44),Latin America,0.030276437033786747,0.021739130434782608,2.267391304347826,0.17219558964525408,104.3
CMP_002095,Summer Promo,Instagram,2025-08-26 18:06:32.560854,24595,1183,43,743.14,4144.33,Seniors (45+),Europe,0.048099207155926,0.03634826711749789,0.6281825866441251,4.576782302123422,17.282325581395348
CMP_003275,Fall Conversion,Instagram,2026-02-21 18:06:32.560854,1173,25,1,73.11,1722.97,Adults (35-44),Asia Pacific,0.021312872975277068,0.04,2.9244,22.56681712488032,73.11
CMP_001329,Winter Retargeting,Google Ads,2026-01-03 18:06:32.560854,29363,2042,243,6385.77,22498.76,Young Adults (18-24),Asia Pacific,0.06954330279603582,0.11900097943192949,3.127213516160627,2.523265009544659,26.27888888888889
CMP_000223,Holiday Conversion,Instagram,2025-05-26 18:06:32.560854,31058,994,61,1726.73,4015.06,Professionals (25-34),Latin America,0.03200463648657351,0.0613682092555332,1.7371529175050302,1.325239035633828,28.30704918032787
CMP_004889,Q2 Launch,LinkedIn,2025-04-17 18:06:32.560854,6683,110,4,300.66,594.58,Professionals (25-34),Europe,0.01645967379919198,0.03636363636363636,2.7332727272727273,0.9775826515000332,75.165
CMP_000764,Q3 Retention,Email,2026-01-27 18:06:32.560854,2625,68,1,226.95,145.28,Young Adults (18-24),Latin America,0.025904761904761906,0.014705882352941176,3.3375,-0.3598589997796871,226.95
CMP_004944,Q3 Retention,Instagram,2025-09-26 18:06:32.560854,7366,264,22,937.81,1722.97,Professionals (25-34),Latin America,0.03584034754276405,0.08333333333333333,3.552310606060606,0.8372271568867896,42.62772727272727
CMP_000697,Spring Retargeting,Google Ads,2025-08-27 18:06:32.560854,8053,686,75,1653.92,6062.63,Professionals (25-34),Europe,0.08518564510120452,0.10932944606413994,2.4109620991253644,2.6656126052046045,22.052266666666668
CMP_007110,Q2 Retargeting,Instagram,2025-10-15 18:06:32.560854,13384,143,6,503.93,164.07,Professionals (25-34),Europe,0.010684399282725642,0.04195804195804196,3.523986013986014,-0.6744190661401386,83.98833333333333
CMP_005651,Holiday Retention,Google Ads,2026-01-26 18:06:32.560854,5000,349,29,1411.48,1948.93,Professionals (25-34),North America,0.0698,0.0830945558739255,4.044355300859599,0.38077053872530964,48.67172413793104
CMP_005328,Fall Awareness,Facebook,2025-06-27 18:06:32.560854,70843,1533,27,3994.89,3653.19,Professionals (25-34),Asia Pacific,0.021639399799556765,0.01761252446183953,2.6059295499021524,-0.08553427002996324,147.95888888888888
CMP_004483,Q3 Retention,Google Ads,2025-12-02 18:06:32.560854,53982,3126,177,6332.06,11141.43,Young Adults (18-24),Asia Pacific,0.0579081916194287,0.05662188099808062,2.025611004478567,0.7595269154114143,35.77435028248588
CMP_007215,Holiday Conversion,Facebook,2025-06-23 18:06:32.560854,13959,243,28,720.7,1296.82,Professionals (25-34),Asia Pacific,0.017408123791102514,0.11522633744855967,2.965843621399177,0.7993894824476202,25.739285714285717
CMP_007947,Spring Retargeting,LinkedIn,2025-12-24 18:06:32.560854,14541,319,29,1061.32,4955.68,Professionals (25-34),North America,0.021937968502854,0.09090909090909091,3.3270219435736674,3.6693551426525466,36.59724137931034
CMP_001559,Fall Conversion,Facebook,2026-02-22 18:06:32.560854,95323,6811,721,18358.25,23227.07,Young Adults (18-24),Latin America,0.07145180071965843,0.10585817060637205,2.6953824695345765,0.26521155338880337,25.462205270457698
CMP_001384,Winter Launch,Instagram,2025-08-14 18:06:32.560854,23926,720,76,2613.28,9981.92,Young Adults (18-24),North America,0.03009278609044554,0.10555555555555556,3.6295555555555556,2.8196901977591375,34.38526315789474
CMP_006393,Holiday Launch,Google Ads,2026-01-29 18:06:32.560854,3568,68,5,240.5,145.92,Seniors (45+),North America,0.01905829596412556,0.07352941176470588,3.536764705882353,-0.3932640332640333,48.1
CMP_006690,Summer Promo,Google Ads,2025-05-15 18:06:32.560854,3992,85,2,372.07,105.36,Adults (35-44),Latin America,0.021292585170340682,0.023529411764705882,4.377294117647058,-0.7168274787002445,186.035
CMP_007725,Winter Launch,LinkedIn,2026-03-09 18:06:32.560854,5369,143,8,102.64,490.6,Adults (35-44),Europe,0.026634382566585957,0.055944055944055944,0.7177622377622378,3.7798129384255654,12.83
CMP_001375,Winter Sale,Email,2025-08-09 18:06:32.560854,6263,124,5,528.8,1809.205,Seniors (45+),Asia Pacific,0.019798818457608176,0.04032258064516129,4.264516129032257,2.421340771558245,105.75999999999999
CMP_003606,Q1 Promo,Instagram,2025-07-10 18:06:32.560854,131548,4410,390,7055.76,49970.3,Professionals (25-34),North America,0.033523884817709126,0.08843537414965986,1.5999455782312926,6.08219950791977,18.09169230769231
CMP_004158,Q1 Promo,Email,2026-02-24 18:06:32.560854,60666,4544,536,18507.97,63120.86,Adults (35-44),Latin America,0.07490192199914285,0.11795774647887323,4.073056778169014,2.410469111415244,34.5297947761194
CMP_001889,Summer Conversion,Email,2026-01-22 18:06:32.560854,16728,776,85,1790.14,12526.86,Adults (35-44),Europe,0.046389287422285985,0.1095360824742268,2.3068814432989693,5.9976985040276185,21.060470588235294
CMP_005028,Winter Launch,LinkedIn,2025-05-03 18:06:32.560854,4674,394,35,1598.9,5120.27,Professionals (25-34),Europe,0.08429610611895592,0.08883248730964467,4.058121827411168,2.2023703796359997,45.682857142857145
CMP_004604,Holiday Launch,Instagram,2025-09-28 18:06:32.560854,1047,44,2,157.29,349.42,Professionals (25-34),Latin America,0.04202483285577841,0.045454545454545456,3.574772727272727,1.2215016847860642,78.645
CMP_002677,Q2 Retargeting,Email,2025-09-27 18:06:32.560854,17166,1179,50,3199.24,2098.86,Professionals (25-34),North America,0.06868227892345334,0.04240882103477523,2.713519932145886,-0.34395043822907934,63.98479999999999
CMP_004976,Q3 Retention,Instagram,2025-10-27 18:06:32.560854,8214,503,35,2227.58,3830.02,Professionals (25-34),Asia Pacific,0.06123691258826394,0.06958250497017893,4.4285884691848905,0.7193636143258604,63.64514285714286
CMP_004818,Q3 Retention,LinkedIn,2026-02-16 18:06:32.560854,25966,1884,62,2783.66,5274.69,Adults (35-44),North America,0.07255641993375953,0.032908704883227176,1.4775265392781316,0.8948758109826631,44.89774193548387
CMP_005002,Q2 Retargeting,Google Ads,2025-11-05 18:06:32.560854,595,14,0,54.46,0.0,Adults (35-44),Latin America,0.023529411764705882,0.0,3.89,-1.0,0.0
CMP_003892,Fall Awareness,Email,2025-11-24 18:06:32.560854,7931,231,22,771.73,3050.15,Adults (35-44),Europe,0.02912621359223301,0.09523809523809523,3.3408225108225107,2.9523538024956917,35.07863636363636
CMP_006417,Q1 Promo,Instagram,2025-10-04 18:06:32.560854,82926,6003,614,18870.1,24418.37,Seniors (45+),Asia Pacific,0.07238984154547427,0.10228219223721473,3.1434449441945693,0.294024408985644,30.733061889250813
CMP_003051,Summer Promo,LinkedIn,2025-07-21 18:06:32.560854,2419,135,12,558.55,1996.14,Adults (35-44),North America,0.055808185200496074,0.08888888888888889,4.137407407407407,2.57378927580342,46.54583333333333
CMP_005406,Q2 Retargeting,Facebook,2026-03-08 18:06:32.560854,17100,964,93,1712.64,7306.64,Professionals (25-34),Latin America,0.05637426900584795,0.09647302904564316,1.7765975103734442,3.2663023168908816,18.415483870967744
CMP_003464,Q2 Retargeting,Google Ads,2025-12-16 18:06:32.560854,5641,253,24,267.91,1192.68,Unknown,North America,0.044850203864563024,0.09486166007905138,1.0589328063241108,3.451793512746818,11.162916666666668
CMP_002759,Q1 Promo,Instagram,2026-01-17 18:06:32.560854,7168,192,11,406.22,993.44,Seniors (45+),North America,0.026785714285714284,0.057291666666666664,2.1157291666666667,1.4455713652700506,36.92909090909091
CMP_002756,Holiday Launch,LinkedIn,2025-08-27 18:06:32.560854,7059,293,18,1179.04,1487.63,Adults (35-44),North America,0.04150729565094206,0.06143344709897611,4.024027303754266,0.26172988193784785,65.50222222222222
CMP_001164,Q2 Retention,Google Ads,2026-01-27 18:06:32.560854,2885,179,4,711.83,196.87,Professionals (25-34),North America,0.06204506065857886,0.0223463687150838,3.976703910614525,-0.7234311563154124,177.9575
CMP_000541,Fall Conversion,LinkedIn,2026-03-22 18:06:32.560854,76518,4002,284,15338.28,45475.83,Young Adults (18-24),Europe,0.05230141927389634,0.07096451774112944,3.8326536731634184,1.9648585108630174,54.00802816901409
CMP_006735,Q1 Promo,Google Ads,2025-06-30 18:06:32.560854,75758,3988,236,6860.03,13326.5,Professionals (25-34),Europe,0.052641305208690835,0.05917753259779338,1.720168004012036,0.9426299884985927,29.067923728813557
CMP_001018,Summer Promo,Email,2025-12-06 18:06:32.560854,924,72,1,255.33,39.84,Adults (35-44),Asia Pacific,0.07792207792207792,0.013888888888888888,3.54625,-0.8439666314181647,255.33
CMP_001282,Holiday Retention,Email,2026-01-16 18:06:32.560854,41655,1796,44,1895.42,3982.82,Adults (35-44),Latin America,0.043116072500300084,0.024498886414253896,1.0553563474387528,1.1012862584545906,43.07772727272727
CMP_002167,Summer Conversion,LinkedIn,2025-12-27 18:06:32.560854,1899,87,6,113.99,967.77,Adults (35-44),North America,0.045813586097946286,0.06896551724137931,1.3102298850574712,7.489955259233266,18.99833333333333
CMP_006152,Q2 Launch,LinkedIn,2025-11-27 18:06:32.560854,4289,341,31,158.43,1463.96,Unknown,Asia Pacific,0.07950571228724644,0.09090909090909091,0.4646041055718475,8.240421637316164,5.110645161290323
CMP_000555,Q1 Promo,LinkedIn,2026-03-03 18:06:32.560854,9717,722,31,2124.63,2088.2,Adults (35-44),Europe,0.07430276834413914,0.04293628808864266,2.942700831024931,-0.017146514922598423,68.53645161290324
CMP_004899,Winter Sale,Instagram,2025-05-24 18:06:32.560854,24057,1067,30,3218.84,5075.02,Seniors (45+),Asia Pacific,0.04435299497027892,0.028116213683223992,3.0167197750702908,0.576661157435598,107.29466666666667
CMP_006258,Q2 Retention,Google Ads,2026-01-04 18:06:32.560854,1420,77,2,48.04,86.32,Professionals (25-34),Europe,0.054225352112676053,0.025974025974025976,0.6238961038961038,0.7968359700249791,24.02
CMP_000102,Fall Conversion,Facebook,2025-12-27 18:06:32.560854,14840,978,54,1259.95,6084.64,Young Adults (18-24),Latin America,0.06590296495956874,0.05521472392638037,1.2882924335378323,3.8292710028175723,23.33240740740741
CMP_005175,Q2 Launch,Facebook,2025-10-26 18:06:32.560854,33035,710,65,1015.83,8698.52,Professionals (25-34),North America,0.02149235659149387,0.09154929577464789,1.4307464788732396,7.562968213185277,15.628153846153847
CMP_003981,Winter Retargeting,Instagram,2026-02-20 18:06:32.560854,28300,1465,156,1381.96,14212.29,Professionals (25-34),Latin America,0.05176678445229682,0.10648464163822526,0.9433174061433447,9.28415438941793,8.858717948717949
CMP_006808,Winter Launch,Facebook,2025-10-19 18:06:32.560854,2476,70,7,199.23,181.22,Seniors (45+),North America,0.02827140549273021,0.1,2.846142857142857,-0.09039803242483557,28.46142857142857
CMP_003535,Q3 Retention,Instagram,2025-08-02 18:06:32.560854,27714,268,14,1099.53,708.46,Professionals (25-34),Asia Pacific,0.009670202785595728,0.05223880597014925,4.102723880597015,-0.3556701499731703,78.53785714285713
CMP_002032,Winter Sale,Google Ads,2025-12-05 18:06:32.560854,19052,724,78,1074.48,9861.18,Seniors (45+),Latin America,0.03800125971026664,0.10773480662983426,1.4840883977900552,8.177630109448291,13.775384615384615
CMP_006590,Fall Conversion,LinkedIn,2026-02-09 18:06:32.560854,4832,291,4,959.59,259.03,Professionals (25-34),Europe,0.06022350993377484,0.013745704467353952,3.2975601374570447,-0.7300617972258986,239.8975
CMP_002125,Summer Promo,Instagram,2026-03-29 18:06:32.560854,21951,590,53,1587.07,4028.08,Adults (35-44),Latin America,0.02687804655824336,0.08983050847457627,2.689949152542373,1.538060703056576,29.944716981132075
CMP_007494,Winter Awareness,LinkedIn,2025-12-07 18:06:32.560854,14008,596,34,2582.32,4127.33,Seniors (45+),Europe,0.04254711593375214,0.05704697986577181,4.332751677852349,0.5983030763034789,75.95058823529412
CMP_001347,Summer Promo,LinkedIn,2025-09-19 18:06:32.560854,2448,46,3,50.37,268.52,Seniors (45+),Latin America,0.018790849673202614,0.06521739130434782,1.095,4.330950962874727,16.79
CMP_000319,Q2 Launch,Email,2025-06-27 18:06:32.560854,466,21,0,85.73,0.0,Seniors (45+),Asia Pacific,0.045064377682403435,0.0,4.082380952380952,-1.0,0.0
CMP_005894,Winter Launch,Email,2025-07-15 18:06:32.560854,14881,1125,105,3131.38,7335.31,Adults (35-44),North America,0.07559975808077414,0.09333333333333334,2.783448888888889,1.3425167178687991,29.822666666666667
CMP_000430,Winter Launch,Google Ads,2025-06-07 18:06:32.560854,2805,70,2,311.84,133.08,Seniors (45+),Asia Pacific,0.024955436720142603,0.02857142857142857,4.454857142857143,-0.5732426885582349,155.92
CMP_005287,Fall Awareness,Google Ads,2026-03-29 18:06:32.560854,5602,267,24,920.75,2793.79,Young Adults (18-24),Europe,0.047661549446626206,0.0898876404494382,3.448501872659176,2.034254683681781,38.364583333333336
CMP_007987,Winter Sale,LinkedIn,2026-02-07 18:06:32.560854,6419,370,21,1605.47,1580.28,Adults (35-44),Latin America,0.05764137716155164,0.05675675675675676,4.339108108108108,-0.01569010943835765,76.45095238095239
CMP_000519,Winter Awareness,Facebook,2026-03-30 18:06:32.560854,88472,5270,260,21685.01,17289.63,Young Adults (18-24),Latin America,0.059566868613798715,0.04933586337760911,4.114802656546489,-0.20269209006590255,83.40388461538461
